LicenceRSN,LicenceNumber,LicenceRevisionNumber,BusinessName,BusinessTradeName,Status,IssuedDate,ExpiredDate,BusinessType,BusinessSubType,Unit,UnitType,House,Street,City,Province,Country,PostalCode,LocalArea,NumberOfEmployees,Latitude,Longitude,FeePaid,ExtractDate
2599776,16-140946,0,(Linda Richardson),Westside Windows & Design ,Issued,15-12-07 16:18,16-12-31 0:00,Retail Dealer,Furnishings,,,2370,W 41st Av,Vancouver,BC,CAN,V6M 2A4,17-Kerrisdale,2,49.23438168,-123.1608778,136,16-06-12
2600736,16-141905,0,Sager Education Inc ,,Inactive,15-11-12 22:28,16-12-31 0:00,Retail Dealer,Books/Stationary,,,2356,W 41ST AV,Vancouver,BC,CAN,V6M 2A4,17-Kerrisdale,3,49.23437963,-123.1607391,136,16-06-12
2570122,16-111309,0,(Jacquelynn Yip),Just You Spa ,Gone Out of Business,,,Cosmetologist,Esthetician,,,2249,W 41ST AV,Vancouver,BC,CAN,V6M 2A3,11-Arbutus Ridge,1,49.23487055,-123.1586453,,16-06-12
2570278,16-111465,0,0895609 BC Ltd ,Kerrisdale Cleaners ,Pending,,,Dry Cleaner,,,,2313,W 41ST AV,Vancouver,BC,CAN,V6M 2A3,11-Arbutus Ridge,4,49.23489741,-123.1603499,,16-06-12
2577259,16-118444,0,Wei C Jung & Company Inc ,Wei C Jung & Company Inc Chartered Professional A,Issued,15-12-04 12:23,16-12-31 0:00,Financial Services,Accountant/Auditor,305,Unit,2309,W 41ST AV,Vancouver,BC,CAN,V6M 2A3,11-Arbutus Ridge,2,49.23489236,-123.1600972,136,16-06-12
2577622,16-118807,0,Balanced Financial Wealth Management Ltd ,,Issued,16-01-22 9:53,16-12-31 0:00,Financial Services,Financial Planner,202,Unit,2309,W 41ST AV,Vancouver,BC,CAN,V6M 2A3,11-Arbutus Ridge,3,49.23489236,-123.1600972,176,16-06-12
2599387,16-140558,0,Bill Chow Jewellers Ltd ,,Issued,15-12-07 12:13,16-12-31 0:00,Retail Dealer,Other,,,2241,W 41ST AV,Vancouver,BC,CAN,V6M 2A3,11-Arbutus Ridge,2,49.23487427,-123.1584929,136,16-06-12
2604548,16-145710,0,41 West Investments Ltd ,41 West ,Gone Out of Business,,,Restaurant Class 1,With Liquor Service,,,2279,W 41ST AV,Vancouver,BC,CAN,V6M 2A3,11-Arbutus Ridge,6,49.23488153,-123.1591542,,16-06-12
2605832,16-146993,0,SOS Children's Village British Columbia (Canada) Society ,Treasure Cottage Kerrisdale ,Issued,15-12-15 9:16,16-12-31 0:00,Secondhand Dealer,Class 5 (Retail),,,2319,W 41ST AV,Vancouver,BC,CAN,V6M 2A3,11-Arbutus Ridge,0,49.23489812,-123.1604872,303,16-06-12
2630682,16-159386,0,Bubble Waffle Noodle House Ltd ,Bubble Waffle Cafe ,Issued,15-12-24 9:10,16-12-31 0:00,Restaurant Class 1,With Liquor Service,,,2279,W 41ST AV,Vancouver,BC,CAN,V6M 2A3,11-Arbutus Ridge,6,49.23488153,-123.1591542,996,16-06-12
2653179,16-132778,1,AG Insurance Services Ltd ,Regent Pacific Insurance Services ,Issued,16-01-21 9:06,16-12-31 0:00,Office,Insurance Agent,,,2251,W 41ST AV,Vancouver,BC,CAN,V6M 2A3,11-Arbutus Ridge,6,49.23487055,-123.1586453,22,16-06-12
2655880,16-118630,1,Jr Berkson & Associates Inc ,,Issued,16-02-10 15:45,16-12-31 0:00,Financial Services,Accountant/Auditor,304,Unit,2309,W 41ST AV,Vancouver,BC,CAN,V6M 2A3,11-Arbutus Ridge,2,49.23489236,-123.1600972,22,16-06-12
2658949,16-183559,0,1063265 BC Ltd ,Studio 41 ,Issued,16-02-19 8:39,16-12-31 0:00,Health and Beauty,Beauty Salon,,,2249,W 41ST AV,Vancouver,BC,CAN,V6M 2A3,11-Arbutus Ridge,0,49.23487055,-123.1586453,282,16-06-12
2674342,16-129118,1,Intercity Equity Corporation ,InsureBC (Arbutus) Insurance Services ,Issued,16-04-06 15:50,16-12-31 0:00,Office,Insurance Agent,,,2251,W 41ST AV,Vancouver,BC,CAN,V6M 2A3,11-Arbutus Ridge,4,49.23487055,-123.1586453,22,16-06-12
2694424,16-218802,0,Imperial Parking Canada Corporation ,Impark ,Issued,16-05-27 14:41,16-12-31 0:00,Auto Parking Lot/Parkade,,,,2309,W 41ST AV,Vancouver,BC,CAN,V6M 2A3,11-Arbutus Ridge,1,49.23489236,-123.1600972,189,16-06-12
2604309,16-145471,0,Stable Growth Investments Ltd ,Irashai Sushi ,Pending,,,Restaurant Class 1,With Liquor Service,,,2260,W 41st,Vancouver,BC,CAN,V6M 1Z8,17-Kerrisdale,12,,,,16-06-12
2559709,16-100902,0,John Gordon Ltd ,,Issued,15-11-09 10:12,16-12-31 0:00,Apartment House,,,,5687,WEST BOULEVARD,Vancouver,BC,CAN,V6M 1Z6,11-Arbutus Ridge,0,49.23483956,-123.1558455,268,16-06-12
2599355,16-140526,0,Solemates Inc ,The Naot Store Inc ,Issued,15-12-14 8:57,16-12-31 0:00,Retail Dealer,Clothing/Shoes,,,2153,W 41ST AV,Vancouver,BC,CAN,V6M 1Z6,11-Arbutus Ridge,5,49.23485172,-123.1567486,136,16-06-12
2599638,16-140808,0,Reids Dry Goods Ltd ,Hills Of Kerrisdale ,Issued,15-12-27 9:44,16-12-31 0:00,Retail Dealer,Other,,,2125,W 41st Av,Vancouver,BC,CAN,V6M 1Z6,11-Arbutus Ridge,60,49.23484402,-123.1561772,136,16-06-12
2600011,16-141181,0,TPG Enterprises Inc ,The Perfect Gift ,Issued,15-12-17 12:36,16-12-31 0:00,Retail Dealer,Gifts/Novelties,,,2135,W 41ST AV,Vancouver,BC,CAN,V6M 1Z6,11-Arbutus Ridge,4,49.23484839,-123.1565687,136,16-06-12
2604028,16-145191,0,Starbucks Coffee Canada Inc ,Starbucks Coffee ,Issued,15-12-23 16:20,16-12-31 0:00,Restaurant Class 1,No Liquor Service,,,2193,W 41ST AV,Vancouver,BC,CAN,V6M 1Z6,11-Arbutus Ridge,0,49.23486233,-123.1574706,714,16-06-12
2673633,16-142140,1,Town Shoes Limited ,Town Shoes ,Issued,16-03-29 14:21,16-12-31 0:00,Retail Dealer,Clothing/Shoes,,,2171,W 41ST AV,Vancouver,BC,CAN,V6M 1Z6,11-Arbutus Ridge,0,49.23486746,-123.1570314,10,16-06-12
2605850,16-147011,0,Kerrisdale Cameras Ltd ,,Issued,15-12-09 13:15,16-12-31 0:00,Secondhand Dealer,Class 6 (Retail),,,2170,W 41ST AV,Vancouver,BC,CAN,V6M 1Z5,17-Kerrisdale,13,49.23432714,-123.1577430,499,16-06-12
2573308,16-114495,0,New Castle Institute Of English Research Corp ,,Issued,16-04-11 14:37,16-12-31 0:00,ESL Instruction,ESL Instruction - 18 and Over,1 & 2,Unit,2140,W 41ST AV,Vancouver,BC,CAN,V6M 1Z1,17-Kerrisdale,3,49.23431523,-123.1569145,176,16-06-12
2576622,16-117807,0,The Canada Trust Co Mortgage Company ,Canada Trust - Trust Company ,Issued,15-12-22 9:29,16-12-31 0:00,Financial Institution,Trust Company,,,2198,W 41ST AV,Vancouver,BC,CAN,V6M 1Z1,17-Kerrisdale,0,49.23433266,-123.1583040,1391,16-06-12
2576763,16-117948,0,HSBC Bank Canada ,,Issued,15-12-18 9:35,16-12-31 0:00,Financial Institution,Bank,,,2164,W 41st Av,Vancouver,BC,CAN,V6M 1Z1,17-Kerrisdale,0,49.23432427,-123.1575335,1391,16-06-12
2580543,16-121727,0,Ace Denture Inc ,Kerrisdale Denture Clinic ,Issued,15-12-08 13:53,16-12-31 0:00,Health Services,Denturist,,,2152,W 41ST AV,Vancouver,BC,CAN,V6M 1Z1,17-Kerrisdale,2,49.23431975,-123.1572240,136,16-06-12
2598895,16-140066,0,Rainbow Kerrisdale Properties Ltd ,,Issued,16-01-20 17:46,16-12-31 0:00,Residential/Commercial,,,,2116,W 41ST AV,Vancouver,BC,CAN,V6M 1Z1,17-Kerrisdale,0,49.23430740,-123.1563897,430,16-06-12
2601231,16-142398,0,429149 BC Ltd ,Quilts Etc ,Issued,15-12-11 15:24,16-12-31 0:00,Retail Dealer,Other,,,2142,W 41ST AV,Vancouver,BC,CAN,V6M 1Z1,17-Kerrisdale,6,49.23431808,-123.1571247,136,16-06-12
2601686,16-142853,0,Blake & Riley Corp ,,Issued,15-11-19 9:33,16-12-31 0:00,Retail Dealer,Other,,,2150,W 41ST AV,Vancouver,BC,CAN,V6M 1Z1,17-Kerrisdale,2,49.23431975,-123.1572240,136,16-06-12
2602332,16-143495,0,Benton and Benton Inc ,Benton Brothers Fine Cheese ,Issued,15-11-15 14:16,16-12-31 0:00,Retail Dealer - Food,,,,2104,W 41ST AV,Vancouver,BC,CAN,V6M 1Z1,17-Kerrisdale,2,49.23426115,-123.1560065,253,16-06-12
2605507,16-146668,0,Pho Triple 3 Inc ,,Gone Out of Business,15-11-05 16:06,16-12-31 0:00,Restaurant Class 1,With Liquor Service,,,2114,W 41ST AV,Vancouver,BC,CAN,V6M 1Z1,17-Kerrisdale,2,49.23426115,-123.1560065,1078,16-06-12
2621341,16-153923,0,Madeleine (Kerrisdale) Investments Ltd ,Faubourg Bistro and Patisserie ,Issued,16-02-01 11:07,16-12-31 0:00,Restaurant Class 1,With Liquor Service,,,2156,W 41ST AV,Vancouver,BC,CAN,V6M 1Z1,17-Kerrisdale,30,49.23432262,-123.1574284,1222,16-06-12
2580052,16-121236,0,Dr Lily P Lee Inc ,,Issued,15-12-09 13:42,16-12-31 0:00,Health Services,Dentist,103,Unit,2096,W 41st Av,Vancouver,BC,CAN,V6M 1Y9,17-Kerrisdale,2,49.23425428,-123.1547695,136,16-06-12
2580201,16-121385,0,(Yan Ping Li),Dan & Lily Traditional Chinese Clinic ,Issued,15-12-11 12:04,16-12-31 0:00,Health Services,Acupuncturist,106,Unit,2096,W 41st Av,Vancouver,BC,CAN,V6M 1Y9,17-Kerrisdale,1,49.23425428,-123.1547695,136,16-06-12
2577167,16-118352,0,CIBC World Markets Inc ,,Pending,,,Financial Services,Investment Company,401,Unit,2052,W 41ST AV,Vancouver,BC,CAN,V6M 1Y8 ,17-Kerrisdale,12,49.23424585,-123.1537995,,16-06-12
2582183,16-123365,0,N Y J Academy Ltd ,,Inactive,15-12-08 14:19,16-12-31 0:00,Instruction,Other,210,Unit,2048,W 41ST AV,Vancouver,BC,CAN,V6M 1Y8,17-Kerrisdale,1,49.23423571,-123.1535330,136,16-06-12
2584526,16-125708,0,Caspersnoopy Enterprises Ltd ,La Cuisson Cafe ,Issued,15-12-26 12:55,16-12-31 0:00,Ltd Service Food Establishment,,,,2050,W 41ST AV,Vancouver,BC,CAN,V6M 1Y8,17-Kerrisdale,2,49.23424585,-123.1537995,493,16-06-12
2584579,16-125761,0,Deer Island Bakery Ltd ,,Issued,16-01-06 11:52,16-12-31 0:00,Ltd Service Food Establishment,,,,2068,W 41ST AV,Vancouver,BC,CAN,V6M 1Y8,17-Kerrisdale,5,49.23425789,-123.1543045,493,16-06-12
2589118,16-130297,0,RBC Investments ,,Issued,15-12-02 12:51,16-12-31 0:00,Office,Broker,300,Unit,2052,W 41st Av,Vancouver,BC,CAN,V6M 1Y8,17-Kerrisdale,38,49.23424585,-123.1537995,136,16-06-12
2602508,16-143671,0,Dollar Valu Enterprises Ltd ,Dollar Valu ,Issued,15-12-16 9:35,16-12-31 0:00,Retail Dealer - Food,Other,,,2090,W 41ST AV,Vancouver,BC,CAN,V6M 1Y8,17-Kerrisdale,4,49.23425184,-123.1545840,253,16-06-12
2602620,16-143783,0,(Kyungsoo Choi),Red Ginseng ,Inactive,15-11-09 14:10,16-12-31 0:00,Retail Dealer - Food,Other,,,2070,W 41ST AV,Vancouver,BC,CAN,V6M 1Y8,17-Kerrisdale,1,49.23425789,-123.1543045,253,16-06-12
2685090,16-209525,0,1064125 BC Ltd ,Chef Hung ,Issued,16-03-31 11:17,16-12-31 0:00,Restaurant Class 1,No Liquor Service,,,2028,W 41ST AV,Vancouver,BC,CAN,V6M 1Y8,17-Kerrisdale,0,49.23422837,-123.1529787,589,16-06-12
2578915,16-120100,0,(Guoxi Wang),Image Hair Design Company ,Issued,15-11-30 11:45,16-12-31 0:00,Health and Beauty,Beauty Salon,,,2003,W 41ST AV,Vancouver,BC,CAN,V6M 1Y7,12-Shaughnessy,2,49.23478928,-123.1522648,250,16-06-12
2578959,16-120144,0,Meya Nails & Esthetics Salon Ltd Limited ,,Issued,15-11-12 9:36,16-12-31 0:00,Health and Beauty,Beauty and Wellness Centre,,,2069,W 41ST AV,Vancouver,BC,CAN,V6M 1Y7,12-Shaughnessy,2,49.23481134,-123.1539141,322,16-06-12
2584366,16-125548,0,We Can Pizza Ltd ,Papa John's Pizza ,Issued,15-11-05 14:29,16-12-31 0:00,Ltd Service Food Establishment,,,,2015,W 41ST AV,Vancouver,BC,CAN,V6M 1Y7,12-Shaughnessy,5,49.23479387,-123.1525279,493,16-06-12
2585866,16-127046,0,(David Arscott),,Gone Out of Business,,,Massage Therapist,,106,Unit,2096,W 41st Av,Vancouver,BC,CAN,V6M 1Y7,17-Kerrisdale,0,49.23425428,-123.1547695,,16-06-12
2594912,16-136087,0,Zhong An Estate Developpment (CANADA) Ltd ,,Issued,16-02-01 15:56,16-12-31 0:00,Office,Development Company,,,2043,W 41ST AV,Vancouver,BC,CAN,V6M 1Y7,12-Shaughnessy,3,49.23480364,-123.1532910,176,16-06-12
2600694,16-141863,0,Sienna Fashions Ltd ,,Pending,,,Retail Dealer,Clothing/Shoes,,,2001,W 41ST AV,Vancouver,BC,CAN,V6M 1Y7,12-Shaughnessy,0,49.23478928,-123.1522648,,16-06-12
2604371,16-145533,0,Fish Cafe Restaurant Inc ,Fish Cafe ,Issued,15-12-31 17:21,16-12-31 0:00,Restaurant Class 1,With Liquor Service,,,2053,W 41st Av,Vancouver,BC,CAN,V6M 1Y7,12-Shaughnessy,6,49.23480601,-123.1535407,942,16-06-12
2604828,16-145989,0,(Toshiya Nakamura),Kerrisdale Nakamura Japanese Cuisine ,Issued,16-02-02 19:45,16-12-31 0:00,Restaurant Class 1,With Liquor Service,,,2055,W 41ST AV,Vancouver,BC,CAN,V6M 1Y7,12-Shaughnessy,3,49.23480601,-123.1535407,1036,16-06-12
2605814,16-146975,0,The Salvation Army ,The Salvation Army Thrift Store ,Issued,16-01-06 17:45,16-12-31 0:00,Secondhand Dealer,Class 5 (Retail),,,2021,W 41ST AV,Vancouver,BC,CAN,V6M 1Y7,12-Shaughnessy,0,49.23479370,-123.1526570,303,16-06-12
2638389,16-164360,0,Magi Cream Ice Cream Ltd ,,Pending,,,Ltd Service Food Establishment,,,,2009,W 41ST AV,Vancouver,BC,CAN,V6M 1Y7,12-Shaughnessy,1,49.23479089,-123.1523987,53,16-06-12
2648590,16-173301,0,Justin Aaron Jung (Justin Jung),,Issued,16-01-12 11:20,16-12-31 0:00,Health Services,Other,,,2027,W 41ST AV,Vancouver,BC,CAN,V6M 1Y7,12-Shaughnessy,0,49.23481345,-123.1529467,189,16-06-12
2648690,16-173400,0,(Jason Edwards),South Surrey Sport by Therapy ,Issued,16-01-12 14:50,16-12-31 0:00,Health Services,Other,,,2027,W 41ST AV,Vancouver,BC,CAN,V6M 1Y7,12-Shaughnessy,1,49.23481345,-123.1529467,189,16-06-12
2677543,16-202033,0,Petit Couture Nail Salon (Kerrisdale) Ltd ,Petit C Nail Salon ,Pending,,,Health and Beauty,Beauty and Wellness Centre,,,2011,W 41ST AV,Vancouver,BC,CAN,V6M 1Y7,12-Shaughnessy,5,49.23479387,-123.1525279,,16-06-12
2561235,16-102428,0,Nick Karanasos & Maria Ferrato ,Lancelot Apartments ,Issued,15-12-11 15:43,16-12-31 0:00,Apartment House,,,,1996,W 41ST AV,Vancouver,BC,CAN,V6M 1Y4,17-Kerrisdale,0,49.23422091,-123.1518207,737,16-06-12
2595763,16-136937,0,Adrienne Vanessa Levay (Adrienne Levay),,Issued,15-12-01 9:00,16-12-31 0:00,Office,Consultant,209,Unit,1970,W 41ST AV,Vancouver,BC,CAN,V6M 1Y4,17-Kerrisdale,1,49.23420567,-123.1507631,136,16-06-12
2576712,16-117897,0,Bank of Nova Scotia ,Scotiabank ,Issued,15-12-15 15:38,16-12-31 0:00,Financial Institution,Bank,,,1576,W 41st Av,Vancouver,BC,CAN,V6M 1X6,17-Kerrisdale,12,49.23412155,-123.1409507,1391,16-06-12
2598538,16-139709,0,(Gus Papaspyros),,Gone Out of Business,,,Plumber & Sprinkler Contractor,,,,1249,W 41st Av,Vancouver,BC,CAN,V6M 1X2,12-Shaughnessy,1,49.23443255,-123.1336860,,16-06-12
2592342,16-133520,0,Y.F. Au-Yeung & Associates Ltd ,,Issued,16-02-26 16:18,16-12-31 0:00,Office,Consultant,,,1121,W 41ST AV,Vancouver,BC,CAN,V6M 1X1,12-Shaughnessy,12,49.23433820,-123.1309121,176,16-06-12
2562639,16-103831,0,Chia Lan Chen (Chia Chen),,Issued,15-12-22 15:49,16-12-31 0:00,Apartment House Strata,,102,Unit,2275,W 40TH AV,Vancouver,BC,CAN,V6M 1W7,11-Arbutus Ridge,0,49.23584486,-123.1595243,65,16-06-12
2592751,16-133929,0,(Adrienne Kavanagh),Adrienne Kavanagh Interior Design ,Issued,15-12-30 11:06,16-12-31 0:00,Office,Interior Design/Decorator,8,Unit,2255,W 40TH AV,Vancouver,BC,CAN,V6M 1W7,11-Arbutus Ridge,0,49.23583952,-123.1591640,136,16-06-12
2592546,16-133724,0,Scirec Systems Inc ,Scirec ,Pending,,,Office,Other,802,Unit,2288,W 40TH AV,Vancouver,BC,CAN,V6M 1W6,11-Arbutus Ridge,0,49.23531324,-123.1595904,,16-06-12
2593797,16-134973,0,TMCDS Asset Management Inc ,,Gone Out of Business,,,Office,Project Management,,,1198,W 40TH AV,Vancouver,BC,CAN,V6M 1V2,12-Shaughnessy,2,49.23476932,-123.1322387,,16-06-12
2603765,16-144928,0,(Xu Han),Direct Upholstery ,Gone Out of Business,,,Repair/ Service/Maintenance,,503,Unit,2191,W 39TH AV,Vancouver,BC,CAN,V6M 1T7,11-Arbutus Ridge,1,49.23671173,-123.1577828,,16-06-12
2561757,16-102950,0,AP Yew Investment Ltd ,,Pending,,,Apartment House,,,,2182,W 39TH AV,Vancouver,BC,CAN,V6M 1T5,11-Arbutus Ridge,0,49.23619939,-123.1574997,1407,16-06-12
2588300,16-129479,0,Pacific Capital Management Ltd ,,Issued,16-01-14 9:07,16-12-31 0:00,Office,Consultant,400,Unit,2150,W 39th Av,Vancouver,BC,CAN,V6M 1T5,11-Arbutus Ridge,1,49.23619114,-123.1566205,136,16-06-12
2695381,16-219753,0,Josephine Westwood Investments Ltd ,,Issued,16-04-26 15:47,16-12-31 0:00,Apartment House,,,,2116,W 39TH AV,Vancouver,BC,CAN,V6M 1T5,11-Arbutus Ridge,0,49.23618883,-123.1563379,136,16-06-12
2591988,16-133166,0,Watson Properties Inc ,,Issued,15-12-16 22:23,16-12-31 0:00,Office,Property Management,,,1875,W 39TH AV,Vancouver,BC,CAN,V6M 1T4,12-Shaughnessy,1,49.23652328,-123.1487223,136,16-06-12
2561722,16-102915,0,400491 B C Ltd ,King's Court ,Issued,15-12-11 12:20,16-12-31 0:00,Apartment House,,,,2148,W 38th Av,Vancouver,BC,CAN,V6M 1R9,11-Arbutus Ridge,0,49.23708256,-123.1572867,1943,16-06-12
2582402,16-123584,0,(Ted Cholod),TKMG Building Maintenance ,Issued,15-12-22 16:01,16-12-31 0:00,Janitorial Services,,602,Unit,2181,W 38TH AV,Vancouver,BC,CAN,V6M 1R8,11-Arbutus Ridge,1,49.23767854,-123.1577155,165,16-06-12
2589427,16-130606,0,(Beth England),Beth England Design ,Gone Out of Business,,,Office,Interior Design/Decorator,705,Unit,2181,W 38TH AV,Vancouver,BC,CAN,V6M 1R8,11-Arbutus Ridge,1,49.23767854,-123.1577155,,16-06-12
2593297,16-134474,0,Steven John Moyes (Steven Moyes),Forward Edge Coaching and Consulting ,Issued,15-12-10 16:15,16-12-31 0:00,Office,Consultant,105,Unit,2167,W 38TH AV,Vancouver,BC,CAN,V6M 1R8,11-Arbutus Ridge,0,49.23763366,-123.1575166,136,16-06-12
2603044,16-144207,0,Judith Meisen BuyVancouver Inc ,Macdonald Realty Judith Meisen BuyVancouver ,Issued,15-12-22 15:39,16-12-31 0:00,Real Estate Dealer,,,,2105,W 38TH AV,Vancouver,BC,CAN,V6M 1R8,11-Arbutus Ridge,1,49.23744568,-123.1558558,136,16-06-12
2603118,16-144281,0,Michael Lester Roney (Michael Roney),MLR Real Estate Services ,Issued,16-02-26 16:18,16-12-31 0:00,Real Estate Dealer,,,,2261,W 37TH AV,Vancouver,BC,CAN,V6M 1P2,11-Arbutus Ridge,1,49.23862169,-123.1592109,176,16-06-12
2587890,16-129069,0,Peter W Brown (Peter Brown),,Issued,16-01-06 16:13,16-12-31 0:00,Office,Barrister & Solicitor,,,2081,W 37th Av,Vancouver,BC,CAN,V6M 1N7,12-Shaughnessy,0,49.23852366,-123.1542657,136,16-06-12
2587938,16-129117,0,Claymore Development Ltd ,,Issued,15-11-16 16:25,16-12-31 0:00,Office,Administration,,,1250,W 37TH AV,Vancouver,BC,CAN,V6M 1M1,12-Shaughnessy,1,49.23757427,-123.1335714,136,16-06-12
2570481,16-111668,0,Elim International Trading Ltd ,,Inactive,16-02-10 8:11,16-12-31 0:00,Moving/Transfer Service,Delivery,,,2129,W 35TH AV,Vancouver,BC,CAN,V6M 1J2,11-Arbutus Ridge,1,49.24050856,-123.1558738,176,16-06-12
2719276,16-243555,0,Regency Investments Ltd ,,Issued,16-06-06 16:39,16-12-31 0:00,Contractor,Building,,,2111,W 34TH AV,Vancouver,BC,CAN,V6M 1G3,11-Arbutus Ridge,5,49.24144295,-123.1543826,149,16-06-12
2599818,16-140988,0,(Valarie Mcintosh),Val's Window Works ,Issued,15-12-15 11:53,16-12-31 0:00,Retail Dealer,Other,,,1909,Quilchena Crescent,Vancouver,BC,CAN,V6M 1C9,11-Arbutus Ridge,0,49.24157820,-123.1494078,136,16-06-12
2609527,16-150685,0,DW International Trade Co Ltd ,,Issued,15-12-08 16:51,16-12-31 0:00,Wholesale  Dealer,,,,1953,W 33RD AV,Vancouver,BC,CAN,V6M 1B6,11-Arbutus Ridge,2,49.24267926,-123.1510057,136,16-06-12
2609881,16-151039,0,Canada Well Investment Ltd ,,Pending,,,Wholesale  Dealer,,1003,Unit,5955,BALSAM ST,Vancouver,BC,CAN,V6M 0A1,17-Kerrisdale,0,49.23230285,-123.1618448,,16-06-12
2562163,16-103356,0,(Harold Gordon),,Issued,15-12-15 16:16,16-12-31 0:00,Apartment House Strata,,,,4312,YEW ST,Vancouver,BC,CAN,V6L 3C8,11-Arbutus Ridge,0,49.24698698,-123.1542067,65,16-06-12
2562166,16-103359,0,(Richard Simon),,Issued,15-12-15 16:13,16-12-31 0:00,Apartment House Strata,,,,2126,NANTON AV,Vancouver,BC,CAN,V6L 3C7,11-Arbutus Ridge,0,49.24698698,-123.1542067,65,16-06-12
2564991,16-106181,0,(Gordon Hockin),,Cancelled,,,Contractor,Other,,,4210,Blenheim St,Vancouver,BC,CAN,V6L 2Z4,10-Dunbar-Southlands,1,49.24880921,-123.1782622,,16-06-12
2579572,16-120756,0,(Lee Chamberland),Power of Wellness Services ,Pending,,,Health Services,Counselling,,,3791,BLENHEIM ST,Vancouver,BC,CAN,V6L 2Y3,10-Dunbar-Southlands,0,49.25296130,-123.1789319,,16-06-12
2588504,16-129683,0,(Wendy McAllister),,Issued,15-12-23 14:18,16-12-31 0:00,Office,Graphic Artist,,,3578,QUESNEL DRIVE,Vancouver,BC,CAN,V6L 2W6,10-Dunbar-Southlands,1,49.25499987,-123.1767303,136,16-06-12
2713580,16-237871,0,James A T Stafford (James Stafford),,Issued,16-05-26 14:22,16-12-31 0:00,Retail Dealer,Other,,,3215,TRUTCH ST,Vancouver,BC,CAN,V6L 2T3,11-Arbutus Ridge,1,49.25743452,-123.1763791,132,16-06-12
2601917,16-143080,0,John 21 Fish Ltd ,,Pending,,,Retail Dealer - Food,Butcher/Seafood,,,4889,MACKENZIE ST,Vancouver,BC,CAN,V6L 2R7,10-Dunbar-Southlands,1,49.24257512,-123.1704670,,16-06-12
2563074,16-104266,0,R&F Motors Ltd ,The Garage ,Issued,15-12-01 13:48,16-12-31 0:00,Auto Repairs,,,,4066,Macdonald,Vancouver,BC,CAN,V6L 2N9,11-Arbutus Ridge,8,,,136,16-06-12
2584686,16-125867,0,"Michael Nelson, Megan Reed & Donna Nelson ",The Bake Shop ,Issued,16-04-28 11:43,16-12-31 0:00,Ltd Service Food Establishment,,,,4021,MACDONALD ST,Vancouver,BC,CAN,V6L 2N8,11-Arbutus Ridge,3,49.25070901,-123.1681233,1073,16-06-12
2602941,16-144104,0,Crest Realty Westside Ltd ,Re/max Crest Realty Westside ,Issued,15-12-17 14:29,16-12-31 0:00,Real Estate Dealer,,,,3215,Macdonald St,Vancouver,BC,CAN,V6L 2N2,11-Arbutus Ridge,4,49.25733078,-123.1687817,136,16-06-12
2587492,16-128671,0,Calling Ministries ,Parkdale Manor ,Issued,16-01-04 12:28,16-12-31 0:00,Non-profit Housing,,,,4425,TRAFALGAR ST,Vancouver,BC,CAN,V6L 2M7,11-Arbutus Ridge,0,49.24757401,-123.1660612,136,16-06-12
2566384,16-107574,0,(Andrew Konetzka),Ace of Trades Handyman Services ,Issued,15-12-12 8:11,16-12-31 0:00,Contractor,Alterations & Repairs,,,3463,TRAFALGAR ST,Vancouver,BC,CAN,V6L 2L7,11-Arbutus Ridge,1,49.25580143,-123.1654940,165,16-06-12
2605773,16-146934,0,Neo Elite Academy International Group Corp ,,Issued,15-12-15 14:15,16-12-31 0:00,Referral Services,,,,3796,VALLEY DRIVE,Vancouver,BC,CAN,V6L 2K4,11-Arbutus Ridge,0,49.25296183,-123.1612596,158,16-06-12
2565999,16-107189,0,Yili International Trading Ltd ,,Issued,15-11-18 13:46,16-12-31 0:00,Contractor,Building,,,4568,HAGGART ST,Vancouver,BC,CAN,V6L 2H5,11-Arbutus Ridge,0,49.24578105,-123.1605098,165,16-06-12
2595482,16-136657,0,Keynote Consulting Ltd ,,Issued,16-02-19 23:48,16-12-31 0:00,Office,Consultant,,,2475,EDGAR CRESCENT,Vancouver,BC,CAN,V6L 2G5,11-Arbutus Ridge,1,49.24610341,-123.1622015,350,16-06-12
2591260,16-132439,0,P Marshall Legal Services Law Corp ,,Issued,16-01-28 15:19,16-12-31 0:00,Office,Barrister & Solicitor,,,2923,W 32ND AV,Vancouver,BC,CAN,V6L 2B8,10-Dunbar-Southlands,1,49.24352732,-123.1710419,158,16-06-12
2591087,16-132266,0,Corban Technology Solutions Inc ,,Issued,16-02-25 13:09,16-12-31 0:00,Office,Consultant,,,2845,W 32ND AV,Vancouver,BC,CAN,V6L 2B5,11-Arbutus Ridge,1,49.24352007,-123.1689604,176,16-06-12
2695063,16-219439,0,Inform Engineering Ltd ,,Issued,16-04-21 9:27,16-12-31 0:00,Office,Engineer,,,3108,W 31ST AV,Vancouver,BC,CAN,V6L 2A6,10-Dunbar-Southlands,2,49.24394631,-123.1744623,155,16-06-12
2587878,16-129057,0,Patricia A Bourque (Patricia Bourque),Bourque Bruegger Architect ,Issued,15-12-16 9:31,16-12-31 0:00,Office,Consultant,,,3228,W 26th Av,Vancouver,BC,CAN,V6L 1W1,10-Dunbar-Southlands,0,49.24878210,-123.1765910,136,16-06-12
